account,date,engagement,tagged_with_tradwife,log_engagement
burnitdown655,2024-04-07 19:14:11,23,0,3.1780538303479458
thatjoyfilledhome,2024-04-07 19:51:40,236,1,5.4680601411351315
burnitdown655,2024-04-07 20:00:00,29,0,3.4011973816621555
burnitdown655,2024-04-07 20:27:47,30,0,3.4339872044851463
burnitdown655,2024-04-07 21:19:09,12,0,2.5649493574615367
at_home_with_mo,2024-04-07 21:29:41,8,0,2.1972245773362196
burnitdown655,2024-04-07 21:51:07,14,0,2.70805020110221
burnitdown655,2024-04-07 22:18:37,13,0,2.6390573296152584
burnitdown655,2024-04-07 23:03:03,43,0,3.784189633918261
locdthugga,2024-04-07 23:24:41,9,0,2.302585092994046
burnitdown655,2024-04-07 23:28:47,42,0,3.7612001156935624
hardmeadfarm,2024-04-07 23:46:10,55,0,4.02535169073515
thekinkerbelle007,2024-04-07 23:51:57,42,0,3.7612001156935624
moe.makes.magick,2024-04-08 00:24:18,403,0,6.0014148779611505
lifetaketwo,2024-04-08 01:38:08,801,0,6.687108607866515
at_home_with_mo,2024-04-08 02:57:10,53,0,3.9889840465642745
btokbeauty2,2024-04-08 07:08:04,15,1,2.772588722239781
btokbeauty2,2024-04-08 09:52:32,11,1,2.4849066497880004
fama_kente,2024-04-08 09:54:04,61,0,4.127134385045092
burnitdown655,2024-04-08 10:26:44,20,0,3.044522437723423
burnitdown655,2024-04-08 10:35:12,28,0,3.367295829986474
burnitdown655,2024-04-08 10:43:26,12,0,2.5649493574615367
burnitdown655,2024-04-08 11:00:49,43,0,3.784189633918261
burnitdown655,2024-04-08 11:04:42,15,0,2.772588722239781
jennifer__tate__,2024-04-08 11:21:34,12,0,2.5649493574615367
thymeandtenderness,2024-04-08 11:24:16,87,0,4.477336814478207
burnitdown655,2024-04-08 11:26:40,35,0,3.58351893845611
burnitdown655,2024-04-08 11:50:25,10,0,2.3978952727983707
myllagh,2024-04-08 13:07:55,160,1,5.081404364984463
thecortesclan,2024-04-08 13:16:46,78,0,4.3694478524670215
thekinkerbelle007,2024-04-08 14:20:27,237,0,5.472270673671475
thekinkerbelle007,2024-04-08 15:01:01,49,0,3.912023005428146
thekinkerbelle007,2024-04-08 15:03:48,57,0,4.060443010546419
thekinkerbelle007,2024-04-08 15:48:18,36,0,3.6109179126442243
at_home_with_mo,2024-04-08 16:00:59,63,0,4.1588830833596715
salwa.caftan,2024-04-08 18:13:35,34,1,3.5553480614894135
mrspeachiebushong,2024-04-08 18:22:55,37,1,3.6375861597263857
burnitdown655,2024-04-08 18:30:13,69,0,4.248495242049359
thekinkerbelle007,2024-04-08 18:44:40,72,0,4.290459441148391
hardmeadfarm,2024-04-08 20:41:28,77,0,4.356708826689592
landladyadaogidi,2024-04-08 20:47:02,25,0,3.258096538021482
salwa.caftan,2024-04-08 21:18:07,37,1,3.6375861597263857
lifetaketwo,2024-04-08 22:27:04,201,1,5.308267697401205
moe.makes.magick,2024-04-08 23:40:48,6666,0,8.80492526261806
locdthugga,2024-04-08 23:45:36,50,0,3.9318256327243257
burnitdown655,2024-04-09 00:00:20,71,0,4.276666119016055
thekinkerbelle007,2024-04-09 00:07:51,69,0,4.248495242049359
moe.makes.magick,2024-04-09 00:59:01,495,0,6.206575926724928
burnitdown655,2024-04-09 01:23:33,42,0,3.7612001156935624
burnitdown655,2024-04-09 01:45:10,17,0,2.8903717578961645
moe.makes.magick,2024-04-09 01:54:02,295,0,5.69035945432406
thekinkerbelle007,2024-04-09 01:54:30,44,0,3.8066624897703196
burnitdown655,2024-04-09 02:38:37,13,0,2.6390573296152584
burnitdown655,2024-04-09 02:46:35,31,0,3.4657359027997265
thekinkerbelle007,2024-04-09 03:11:13,49,0,3.912023005428146
lifetaketwo,2024-04-09 06:54:51,450,0,6.111467339502679
maman__sereine,2024-04-09 07:49:34,17,0,2.8903717578961645
fama_kente,2024-04-09 07:54:32,132,1,4.890349128221754
landladyadaogidi,2024-04-09 08:18:10,23,0,3.1780538303479458
landladyadaogidi,2024-04-09 10:07:53,26,0,3.295836866004329
82pondview,2024-04-09 13:38:53,34,0,3.5553480614894135
burnitdown655,2024-04-09 14:17:22,29,0,3.4011973816621555
2bebetterpodcast,2024-04-09 14:21:33,1394,0,7.240649694255466
burnitdown655,2024-04-09 14:58:45,19,0,2.995732273553991
thecortesclan,2024-04-09 15:07:28,78,0,4.3694478524670215
locdthugga,2024-04-09 15:45:32,33,0,3.5263605246161616
burnitdown655,2024-04-09 15:50:38,19,0,2.995732273553991
thymeandtenderness,2024-04-09 15:51:26,76,0,4.343805421853684
mckenna.mamaof3,2024-04-09 17:43:38,196,0,5.2832037287379885
myllagh,2024-04-09 18:05:35,81,1,4.406719247264253
burnitdown655,2024-04-09 18:29:53,30,0,3.4339872044851463
emergingmotherhood,2024-04-09 19:01:57,1719,0,7.450079569807499
burnitdown655,2024-04-09 19:32:18,33,0,3.5263605246161616
burnitdown655,2024-04-09 19:53:20,51,0,3.9512437185814275
burnitdown655,2024-04-09 19:57:06,50,0,3.9318256327243257
at_home_with_mo,2024-04-09 20:09:02,47,0,3.871201010907891
hardmeadfarm,2024-04-09 20:31:09,218,0,5.389071729816501
burnitdown655,2024-04-09 20:37:58,21,0,3.091042453358316
salwa.caftan,2024-04-09 20:38:03,37,1,3.6375861597263857
thekinkerbelle007,2024-04-09 20:46:47,89,0,4.499809670330265
salwa.caftan,2024-04-09 21:19:09,38,1,3.6635616461296463
lifetaketwo,2024-04-09 22:29:28,239510,1,12.38635462379719
mckenna.mamaof3,2024-04-09 22:36:23,303,0,5.717027701406222
emergingmotherhood,2024-04-09 22:45:40,1223,1,7.1098794630722715
theblazed_homemaker,2024-04-09 23:15:49,64,0,4.174387269895637
thekinkerbelle007,2024-04-09 23:58:52,58,0,4.07753744390572
moe.makes.magick,2024-04-10 00:17:25,319,0,5.768320995793772
burnitdown655,2024-04-10 00:40:09,43,0,3.784189633918261
moe.makes.magick,2024-04-10 01:17:46,244,0,5.501258210544727
zmeweddings,2024-04-10 01:37:23,5,0,1.791759469228055
burnitdown655,2024-04-10 02:22:12,44,0,3.8066624897703196
burnitdown655,2024-04-10 02:37:39,44,0,3.8066624897703196
at_home_with_mo,2024-04-10 04:13:36,22,1,3.1354942159291497
stayzontopp,2024-04-10 08:06:17,114,0,4.74493212836325
stayzontopp,2024-04-10 08:23:54,83,1,4.430816798843313
stayzontopp,2024-04-10 08:25:53,120,1,4.795790545596741
stayzontopp,2024-04-10 08:52:05,54,1,4.007333185232471
fama_kente,2024-04-10 10:13:10,144,1,4.976733742420574
burnitdown655,2024-04-10 10:25:08,5,0,1.791759469228055
burnitdown655,2024-04-10 10:39:44,21,0,3.091042453358316
burnitdown655,2024-04-10 10:52:06,31,0,3.4657359027997265
burnitdown655,2024-04-10 10:58:24,20,0,3.044522437723423
burnitdown655,2024-04-10 11:11:28,12,0,2.5649493574615367
burnitdown655,2024-04-10 11:16:17,42,0,3.7612001156935624
burnitdown655,2024-04-10 11:44:39,16,0,2.833213344056216
jennifer__tate__,2024-04-10 11:45:11,23,0,3.1780538303479458
burnitdown655,2024-04-10 12:01:51,25,0,3.258096538021482
burnitdown655,2024-04-10 12:13:43,19,0,2.995732273553991
locdthugga,2024-04-10 12:18:59,11,0,2.4849066497880004
82pondview,2024-04-10 12:31:21,21,1,3.091042453358316
burnitdown655,2024-04-10 13:05:05,33,0,3.5263605246161616
landladyadaogidi,2024-04-10 13:41:15,12,0,2.5649493574615367
passportfraternityinc,2024-04-10 13:41:47,33,0,3.5263605246161616
burnitdown655,2024-04-10 13:49:51,35,0,3.58351893845611
2bebetterpodcast,2024-04-10 13:52:50,2476,0,7.814803429489359
mckenna.mamaof3,2024-04-10 14:16:09,226,0,5.424950017481403
landladyadaogidi,2024-04-10 14:17:17,10,0,2.3978952727983707
alexislester_,2024-04-10 14:52:06,77,0,4.356708826689592
2bebetterpodcast,2024-04-10 16:03:58,1199,0,7.090076835776092
burnitdown655,2024-04-10 16:23:38,33,0,3.5263605246161616
jennifer__tate__,2024-04-10 16:50:49,28,0,3.367295829986474
emergingmotherhood,2024-04-10 17:02:20,83,1,4.430816798843313
emergingmotherhood,2024-04-10 17:11:59,83,0,4.430816798843313
at_home_with_mo,2024-04-10 17:30:37,71,0,4.276666119016055
zmeweddings,2024-04-10 17:42:55,17,0,2.8903717578961645
salwa.caftan,2024-04-10 17:48:45,41,1,3.7376696182833684
lifetaketwo,2024-04-10 18:00:41,487,0,6.1903154058531475
burnitdown655,2024-04-10 18:13:00,54,0,4.007333185232471
patriotic.peace,2024-04-10 18:53:16,50,1,3.9318256327243257
burnitdown655,2024-04-10 19:02:07,20,1,3.044522437723423
patriotic.peace,2024-04-10 19:11:12,34,1,3.5553480614894135
at_home_with_mo,2024-04-10 19:14:37,19,0,2.995732273553991
thecortesclan,2024-04-10 19:22:15,54,0,4.007333185232471
landladyadaogidi,2024-04-10 19:33:56,2190,0,7.692113339595466
thymeandtenderness,2024-04-10 19:54:20,236,0,5.4680601411351315
salwa.caftan,2024-04-10 20:13:07,48,1,3.8918202981106265
burnitdown655,2024-04-10 20:38:59,28,1,3.367295829986474
passportfraternityinc,2024-04-10 21:02:57,79,0,4.382026634673881
jennifer__tate__,2024-04-10 21:03:13,33,0,3.5263605246161616
lifetaketwo,2024-04-10 21:23:14,5583,1,8.627660644442209
passportfraternityinc,2024-04-10 21:45:01,30,0,3.4339872044851463
thekinkerbelle007,2024-04-10 21:55:07,44,0,3.8066624897703196
at_home_with_mo,2024-04-10 21:57:49,657,0,6.489204931325317
thekinkerbelle007,2024-04-10 22:03:24,53,0,3.9889840465642745
burnitdown655,2024-04-10 22:03:57,40,1,3.713572066704308
emergingmotherhood,2024-04-10 22:10:28,392,0,5.973809611869261
burnitdown655,2024-04-10 22:21:53,31,1,3.4657359027997265
hardmeadfarm,2024-04-10 23:46:54,40,0,3.713572066704308
burnitdown655,2024-04-10 23:50:44,30,1,3.4339872044851463
moe.makes.magick,2024-04-11 00:39:12,4955,0,8.508354242749032
thekinkerbelle007,2024-04-11 01:08:52,41,0,3.7376696182833684
passportfraternityinc,2024-04-11 01:14:27,25,0,3.258096538021482
moe.makes.magick,2024-04-11 03:08:46,192,0,5.262690188904886
passportfraternityinc,2024-04-11 08:31:36,35,0,3.58351893845611
landladyadaogidi,2024-04-11 10:43:05,12,0,2.5649493574615367
landladyadaogidi,2024-04-11 10:51:56,5,0,1.791759469228055
thatjoyfilledhome,2024-04-11 11:17:14,527,1,6.269096283706261
thekinkerbelle007,2024-04-11 11:17:24,46,0,3.8501476017100584
salwa.caftan,2024-04-11 12:02:36,42,1,3.7612001156935624
burnitdown655,2024-04-11 12:21:02,25,1,3.258096538021482
burnitdown655,2024-04-11 12:36:39,36,0,3.6109179126442243
82pondview,2024-04-11 12:42:39,46,0,3.8501476017100584
locdthugga,2024-04-11 13:25:42,27,0,3.332204510175204
burnitdown655,2024-04-11 13:51:43,37,0,3.6375861597263857
theblazed_homemaker,2024-04-11 14:17:22,29,0,3.4011973816621555
2bebetterpodcast,2024-04-11 14:28:21,370,0,5.916202062607435
moe.makes.magick,2024-04-11 15:28:30,888,0,6.790097235513905
mrspeachiebushong,2024-04-11 15:45:06,65,1,4.189654742026425
landladyadaogidi,2024-04-11 15:46:28,15,0,2.772588722239781
2bebetterpodcast,2024-04-11 15:53:51,665,0,6.501289670540389
at_home_with_mo,2024-04-11 15:56:35,105,0,4.663439094112067
landladyadaogidi,2024-04-11 16:01:41,7,0,2.0794415416798357
at_home_with_mo,2024-04-11 16:08:14,79,0,4.382026634673881
hardmeadfarm,2024-04-11 16:20:09,62,0,4.143134726391533
thekinkerbelle007,2024-04-11 16:49:19,31,0,3.4657359027997265
thekinkerbelle007,2024-04-11 16:55:52,47,0,3.871201010907891
theblazed_homemaker,2024-04-11 17:13:23,114,0,4.74493212836325
thymeandtenderness,2024-04-11 18:03:24,595,1,6.39024066706535
alexislester_,2024-04-11 18:13:27,446,0,6.102558594613569
theugorjifamily,2024-04-11 19:11:21,2467,0,7.811163385025279
2bebetterpodcast,2024-04-11 19:18:40,392,0,5.973809611869261
thekinkerbelle007,2024-04-11 19:24:11,105,0,4.663439094112067
thekinkerbelle007,2024-04-11 20:51:37,56,0,4.04305126783455
salwa.caftan,2024-04-11 21:21:39,42,1,3.7612001156935624
mrspeachiebushong,2024-04-11 21:39:26,51,0,3.9512437185814275
thecortesclan,2024-04-11 21:42:52,292,0,5.680172609017068
mckenna.mamaof3,2024-04-11 21:52:18,178,0,5.187385805840755
burnitdown655,2024-04-11 22:10:02,62,1,4.143134726391533
target_tradwife,2024-04-11 22:50:12,7,1,2.0794415416798357
moe.makes.magick,2024-04-11 23:17:20,161,0,5.087596335232384
moe.makes.magick,2024-04-11 23:57:39,248,0,5.517452896464707
burnitdown655,2024-04-12 00:23:04,35,1,3.58351893845611
burnitdown655,2024-04-12 00:42:25,48,0,3.8918202981106265
moe.makes.magick,2024-04-12 00:56:34,153,1,5.0369526024136295
moe.makes.magick,2024-04-12 01:30:23,160,0,5.081404364984463
thekinkerbelle007,2024-04-12 01:33:06,10,0,2.3978952727983707
burnitdown655,2024-04-12 01:58:21,29,1,3.4011973816621555
thekinkerbelle007,2024-04-12 05:02:08,69,0,4.248495242049359
at_home_with_mo,2024-04-12 06:00:09,72,0,4.290459441148391
burnitdown655,2024-04-12 10:40:14,19,1,2.995732273553991
burnitdown655,2024-04-12 10:52:46,43,1,3.784189633918261
burnitdown655,2024-04-12 11:13:11,12,1,2.5649493574615367
burnitdown655,2024-04-12 11:36:08,10,1,2.3978952727983707
burnitdown655,2024-04-12 11:51:10,29,1,3.4011973816621555
burnitdown655,2024-04-12 12:22:20,36,1,3.6109179126442243
landladyadaogidi,2024-04-12 12:22:23,22,0,3.1354942159291497
landladyadaogidi,2024-04-12 12:42:38,3,0,1.3862943611198906
landladyadaogidi,2024-04-12 12:45:02,33,0,3.5263605246161616
mckenna.mamaof3,2024-04-12 13:22:40,164,0,5.10594547390058
akinsanmiakinlabi,2024-04-12 14:03:12,62148,0,11.037290006704824
burnitdown655,2024-04-12 14:19:43,13,1,2.6390573296152584
thecortesclan,2024-04-12 14:59:30,80,0,4.394449154672439
salwa.caftan,2024-04-12 14:59:44,46,1,3.8501476017100584
myllagh,2024-04-12 15:00:37,31,1,3.4657359027997265
emergingmotherhood,2024-04-12 15:30:46,389,1,5.966146739123692
82pondview,2024-04-12 16:08:29,89,1,4.499809670330265
burnitdown655,2024-04-12 17:08:58,47,0,3.871201010907891
lifetaketwo,2024-04-12 17:42:45,1555,1,7.349873704738337
akinsanmiakinlabi,2024-04-12 17:44:38,52490,0,10.86839700531273
burnitdown655,2024-04-12 18:09:58,16,1,2.833213344056216
at_home_with_mo,2024-04-12 18:41:02,172,0,5.153291594497779
burnitdown655,2024-04-12 18:50:33,26,1,3.295836866004329
burnitdown655,2024-04-12 19:09:38,126,1,4.844187086458591
thecortesclan,2024-04-12 19:15:41,99,0,4.605170185988092
patriotic.peace,2024-04-12 19:40:54,53,1,3.9889840465642745
thekinkerbelle007,2024-04-12 20:02:39,52,0,3.970291913552122
salwa.caftan,2024-04-12 21:04:35,48,1,3.8918202981106265
salwa.caftan,2024-04-12 21:13:13,50,1,3.9318256327243257
emergingmotherhood,2024-04-12 22:07:51,995,0,6.903747257584598
lifetaketwo,2024-04-12 23:06:16,590,1,6.3818160174060985
mckenna.mamaof3,2024-04-12 23:06:18,161,0,5.087596335232384
lifetaketwo,2024-04-12 23:27:00,1667,1,7.419380582918692
moe.makes.magick,2024-04-12 23:54:54,87,0,4.477336814478207
thekinkerbelle007,2024-04-12 23:59:06,44,0,3.8066624897703196
at_home_with_mo,2024-04-13 00:07:50,31,0,3.4657359027997265
moe.makes.magick,2024-04-13 00:23:04,568,0,6.343880434126331
moe.makes.magick,2024-04-13 02:13:57,688,0,6.535241271013659
zmeweddings,2024-04-13 05:10:27,9,0,2.302585092994046
mrspeachiebushong,2024-04-13 06:38:55,44,0,3.8066624897703196
akinsanmiakinlabi,2024-04-13 08:11:24,20315,0,9.919164031921136
landladyadaogidi,2024-04-13 08:13:02,18,0,2.9444389791664403
fama_kente,2024-04-13 08:48:14,110,1,4.709530201312334
akinsanmiakinlabi,2024-04-13 09:38:02,581,0,6.366470447731438
akinsanmiakinlabi,2024-04-13 10:23:11,314,0,5.752572638825633
landladyadaogidi,2024-04-13 10:43:51,19,0,2.995732273553991
akinsanmiakinlabi,2024-04-13 10:57:19,586,0,6.375024819828097
burnitdown655,2024-04-13 11:26:30,25,1,3.258096538021482
maman__sereine,2024-04-13 11:46:59,83,0,4.430816798843313
burnitdown655,2024-04-13 12:27:12,28,1,3.367295829986474
burnitdown655,2024-04-13 12:38:01,20,1,3.044522437723423
burnitdown655,2024-04-13 13:02:43,29,1,3.4011973816621555
burnitdown655,2024-04-13 13:06:27,17,1,2.8903717578961645
burnitdown655,2024-04-13 13:16:56,27,1,3.332204510175204
burnitdown655,2024-04-13 13:40:33,50,1,3.9318256327243257
thekinkerbelle007,2024-04-13 14:27:01,39,0,3.6888794541139363
landladyadaogidi,2024-04-13 14:31:21,10,0,2.3978952727983707
thekinkerbelle007,2024-04-13 14:31:51,47,0,3.871201010907891
thekinkerbelle007,2024-04-13 14:35:47,60,0,4.110873864173311
burnitdown655,2024-04-13 14:54:25,58,1,4.07753744390572
burnitdown655,2024-04-13 15:09:44,52,1,3.970291913552122
jennifer__tate__,2024-04-13 15:11:00,22,0,3.1354942159291497
thekinkerbelle007,2024-04-13 15:16:25,83,0,4.430816798843313
myllagh,2024-04-13 16:32:50,139,1,4.941642422609304
mckenna.mamaof3,2024-04-13 17:14:35,52,0,3.970291913552122
thekinkerbelle007,2024-04-13 17:32:11,85,0,4.454347296253507
burnitdown655,2024-04-13 17:59:19,26,1,3.295836866004329
mrspeachiebushong,2024-04-13 18:06:06,53,1,3.9889840465642745
mckenna.mamaof3,2024-04-13 18:25:27,301,0,5.71042701737487
emergingmotherhood,2024-04-13 18:55:33,417,1,6.035481432524756
thekinkerbelle007,2024-04-13 19:02:53,5,0,1.791759469228055
hardmeadfarm,2024-04-13 19:26:28,94,0,4.553876891600541
salwa.caftan,2024-04-13 20:16:28,45,1,3.828641396489095
thekinkerbelle007,2024-04-13 20:29:01,41,0,3.7376696182833684
moe.makes.magick,2024-04-13 20:31:31,104,0,4.653960350157523
salwa.caftan,2024-04-13 20:48:25,44,1,3.8066624897703196
thekinkerbelle007,2024-04-13 22:38:03,48,0,3.8918202981106265
at_home_with_mo,2024-04-13 23:13:24,13,0,2.6390573296152584
thekinkerbelle007,2024-04-13 23:39:38,47,0,3.871201010907891
thekinkerbelle007,2024-04-13 23:52:40,42,0,3.7612001156935624
thecortesclan,2024-04-14 00:42:43,34,0,3.5553480614894135
thekinkerbelle007,2024-04-14 01:03:25,29,0,3.4011973816621555
moe.makes.magick,2024-04-14 01:26:30,547,0,6.306275286948016
thekinkerbelle007,2024-04-14 03:01:48,46,0,3.8501476017100584
hardmeadfarm,2024-04-14 03:28:41,40,0,3.713572066704308
fama_kente,2024-04-14 08:09:34,190,1,5.25227342804663
burnitdown655,2024-04-14 12:00:18,73,0,4.30406509320417
burnitdown655,2024-04-14 12:49:02,75,0,4.330733340286331
2bebetterpodcast,2024-04-14 13:27:27,588,0,6.3784261836515865
burnitdown655,2024-04-14 13:39:59,42,1,3.7612001156935624
btokbeauty2,2024-04-14 13:47:44,11,1,2.4849066497880004
hardmeadfarm,2024-04-14 13:51:45,77,0,4.356708826689592
myllagh,2024-04-14 14:59:00,47,1,3.871201010907891
at_home_with_mo,2024-04-14 15:11:35,364,0,5.8998973535824915
82pondview,2024-04-14 16:47:26,108,0,4.6913478822291435
thekinkerbelle007,2024-04-14 18:11:18,64,0,4.174387269895637
mrspeachiebushong,2024-04-14 18:35:02,52,1,3.970291913552122
at_home_with_mo,2024-04-14 18:48:16,48,0,3.8918202981106265
moe.makes.magick,2024-04-14 19:26:39,775,0,6.654152520183219
btokbeauty2,2024-04-14 19:36:19,24,1,3.2188758248682006
salwa.caftan,2024-04-14 19:50:39,41,1,3.7376696182833684
salwa.caftan,2024-04-14 21:03:22,35,1,3.58351893845611
moe.makes.magick,2024-04-14 22:05:22,662,0,6.4967749901858625
mrspeachiebushong,2024-04-14 23:37:06,50,1,3.9318256327243257
at_home_with_mo,2024-04-14 23:51:03,2790,0,7.934155233536322
stayzontopp,2024-04-15 00:25:57,85,1,4.454347296253507
at_home_with_mo,2024-04-15 01:05:16,76,0,4.343805421853684
mckenna.mamaof3,2024-04-15 01:54:14,144,0,4.976733742420574
at_home_with_mo,2024-04-15 02:16:58,36,0,3.6109179126442243
btokbeauty2,2024-04-15 07:50:11,15,1,2.772588722239781
lifetaketwo,2024-04-15 08:41:28,440,0,6.089044875446846
fama_kente,2024-04-15 08:44:59,83,0,4.430816798843313
burnitdown655,2024-04-15 10:56:29,41,1,3.7376696182833684
burnitdown655,2024-04-15 11:44:30,30,1,3.4339872044851463
locdthugga,2024-04-15 11:53:23,86,0,4.465908118654584
thekinkerbelle007,2024-04-15 13:47:15,44,0,3.8066624897703196
burnitdown655,2024-04-15 13:58:36,18,1,2.9444389791664403
myllagh,2024-04-15 14:50:42,56,1,4.04305126783455
theblazed_homemaker,2024-04-15 14:57:08,29,0,3.4011973816621555
at_home_with_mo,2024-04-15 15:25:24,15,0,2.772588722239781
landladyadaogidi,2024-04-15 15:34:12,3,0,1.3862943611198906
landladyadaogidi,2024-04-15 15:34:54,3,0,1.3862943611198906
thekinkerbelle007,2024-04-15 15:38:05,60,0,4.110873864173311
landladyadaogidi,2024-04-15 15:46:23,2,0,1.0986122886681098
thekinkerbelle007,2024-04-15 16:10:06,58,0,4.07753744390572
landladyadaogidi,2024-04-15 16:10:14,8,0,2.1972245773362196
thecortesclan,2024-04-15 17:59:42,39,0,3.6888794541139363
at_home_with_mo,2024-04-15 18:08:53,61,0,4.127134385045092
passportfraternityinc,2024-04-15 18:41:53,25,0,3.258096538021482
at_home_with_mo,2024-04-15 19:06:40,71,0,4.276666119016055
locdthugga,2024-04-15 19:18:00,15,0,2.772588722239781
salwa.caftan,2024-04-15 20:05:48,46,1,3.8501476017100584
salwa.caftan,2024-04-15 20:13:36,45,1,3.828641396489095
moe.makes.magick,2024-04-15 20:21:24,134,0,4.90527477843843
burnitdown655,2024-04-15 20:50:41,58,1,4.07753744390572
thekinkerbelle007,2024-04-15 22:16:42,57,0,4.060443010546419
lifetaketwo,2024-04-15 22:29:53,981,0,6.889591308354466
moe.makes.magick,2024-04-15 23:03:57,172,0,5.153291594497779
at_home_with_mo,2024-04-16 00:15:27,31,0,3.4657359027997265
jennifer__tate__,2024-04-16 00:16:30,22,0,3.1354942159291497
burnitdown655,2024-04-16 00:26:13,48,1,3.8918202981106265
moe.makes.magick,2024-04-16 01:14:17,186,0,5.231108616854587
passportfraternityinc,2024-04-16 02:04:45,63,0,4.1588830833596715
passportfraternityinc,2024-04-16 02:28:37,14,0,2.70805020110221
passportfraternityinc,2024-04-16 03:15:16,77,0,4.356708826689592
passportfraternityinc,2024-04-16 04:23:41,25,0,3.258096538021482
at_home_with_mo,2024-04-16 05:02:37,74,0,4.31748811353631
btokbeauty2,2024-04-16 06:31:56,7,1,2.0794415416798357
burnitdown655,2024-04-16 09:27:21,39,1,3.6888794541139363
burnitdown655,2024-04-16 09:31:19,31,0,3.4657359027997265
burnitdown655,2024-04-16 09:40:13,36,1,3.6109179126442243
burnitdown655,2024-04-16 09:56:42,10,1,2.3978952727983707
burnitdown655,2024-04-16 10:03:57,43,0,3.784189633918261
myllagh,2024-04-16 11:03:04,130,1,4.875197323201151
fama_kente,2024-04-16 11:11:35,104,1,4.653960350157523
burnitdown655,2024-04-16 11:12:11,31,1,3.4657359027997265
82pondview,2024-04-16 11:26:19,31,1,3.4657359027997265
burnitdown655,2024-04-16 11:42:06,105,1,4.663439094112067
thekinkerbelle007,2024-04-16 11:52:02,63,0,4.1588830833596715
thekinkerbelle007,2024-04-16 11:53:33,55,0,4.02535169073515
thekinkerbelle007,2024-04-16 11:55:15,42,0,3.7612001156935624
hardmeadfarm,2024-04-16 12:59:39,743,0,6.612041034833092
landladyadaogidi,2024-04-16 13:12:02,10,0,2.3978952727983707
landladyadaogidi,2024-04-16 13:23:51,8,0,2.1972245773362196
mrspeachiebushong,2024-04-16 13:52:32,15,0,2.772588722239781
patriotic.peace,2024-04-16 14:02:40,77,1,4.356708826689592
mrspeachiebushong,2024-04-16 14:06:10,22,0,3.1354942159291497
mrspeachiebushong,2024-04-16 14:18:54,54,0,4.007333185232471
mrspeachiebushong,2024-04-16 14:30:15,41,0,3.7376696182833684
2bebetterpodcast,2024-04-16 14:38:08,546,0,6.304448802421981
thekinkerbelle007,2024-04-16 14:47:58,34,0,3.5553480614894135
mckenna.mamaof3,2024-04-16 14:58:06,286,0,5.659482215759621
landladyadaogidi,2024-04-16 15:05:33,15,0,2.772588722239781
thecortesclan,2024-04-16 15:13:17,48,0,3.8918202981106265
at_home_with_mo,2024-04-16 15:37:10,55,0,4.02535169073515
burnitdown655,2024-04-16 16:43:28,34,1,3.5553480614894135
emergingmotherhood,2024-04-16 17:44:57,322,0,5.777652323222656
btokbeauty2,2024-04-16 17:57:39,28,1,3.367295829986474
thecortesclan,2024-04-16 18:30:48,107,0,4.68213122712422
moe.makes.magick,2024-04-16 20:00:44,1386,0,7.234898420314831
salwa.caftan,2024-04-16 20:07:06,41,1,3.7376696182833684
landladyadaogidi,2024-04-16 20:09:50,25,0,3.258096538021482
landladyadaogidi,2024-04-16 20:42:17,31,0,3.4657359027997265
thekinkerbelle007,2024-04-16 20:43:17,36,0,3.6109179126442243
salwa.caftan,2024-04-16 21:15:49,39,1,3.6888794541139363
lifetaketwo,2024-04-16 21:18:23,331,0,5.805134968916488
mrspeachiebushong,2024-04-16 21:23:24,17,1,2.8903717578961645
at_home_with_mo,2024-04-16 21:23:43,21,0,3.091042453358316
mrspeachiebushong,2024-04-16 21:44:26,44,1,3.8066624897703196
mrspeachiebushong,2024-04-16 22:30:36,44,1,3.8066624897703196
zmeweddings,2024-04-16 22:34:05,31,0,3.4657359027997265
hardmeadfarm,2024-04-16 23:14:19,60,0,4.110873864173311
moe.makes.magick,2024-04-16 23:17:20,147,0,4.997212273764115
burnitdown655,2024-04-16 23:19:12,18,1,2.9444389791664403
burnitdown655,2024-04-16 23:31:48,12,1,2.5649493574615367
lifetaketwo,2024-04-16 23:51:09,2343,0,7.759614150696903
at_home_with_mo,2024-04-17 00:08:28,26,0,3.295836866004329
moe.makes.magick,2024-04-17 00:13:50,95,0,4.564348191467836
moe.makes.magick,2024-04-17 00:58:03,168,0,5.1298987149230735
moe.makes.magick,2024-04-17 01:55:08,257,0,5.552959584921617
thekinkerbelle007,2024-04-17 02:03:57,135,0,4.912654885736052
thekinkerbelle007,2024-04-17 02:34:02,57,0,4.060443010546419
btokbeauty2,2024-04-17 02:39:53,15,1,2.772588722239781
at_home_with_mo,2024-04-17 04:28:18,52,0,3.970291913552122
maman__sereine,2024-04-17 05:46:23,41,0,3.7376696182833684
burnitdown655,2024-04-17 07:20:22,14,1,2.70805020110221
burnitdown655,2024-04-17 07:23:33,12,0,2.5649493574615367
burnitdown655,2024-04-17 07:25:35,9,1,2.302585092994046
burnitdown655,2024-04-17 07:33:08,7,1,2.0794415416798357
landladyadaogidi,2024-04-17 07:33:38,27,0,3.332204510175204
burnitdown655,2024-04-17 07:36:32,8,0,2.1972245773362196
maman__sereine,2024-04-17 07:37:57,137,0,4.927253685157205
burnitdown655,2024-04-17 07:40:55,31,1,3.4657359027997265
burnitdown655,2024-04-17 07:45:21,14,1,2.70805020110221
